index,topics
PLAIN-75,"['abdominal fat', 'addiction', 'alcohol', 'body fat', 'brain waves', 'Coca Cola', 'cocaine', 'dopamine', 'fat', 'fruit', 'obesity', 'processed foods', 'soda', 'sugar']"
PLAIN-76,"['aluminum', 'animal products', 'cheese', 'chicken', 'dairy', 'fast food', 'food additives', 'industry influence', 'junk food', 'meat', 'poultry', 'preservatives', 'processed foods', 'processed meat', 'turkey', 'World Health Organization']"
PLAIN-77,"['campylobacter', 'cardiovascular disease', 'cardiovascular health', 'chicken', 'Europe', 'fecal bacteria', 'fecal contamination', 'food additives', 'food poisoning', 'foodborne illness', 'heart disease', 'heart health', 'industry influence', 'meat', 'medical profession', 'poultry', 'preservatives', 'turkey']"
PLAIN-78,"['aging', 'animal products', 'beef', 'bone fractures', 'bone health', 'bone mineral density', 'cardiovascular disease', 'cardiovascular health', 'chicken', 'Coca Cola', 'cola', 'food additives', 'heart disease', 'heart failure', 'heart health', 'iron', 'junk food', 'kidney disease', 'kidney failure', 'kidney function', 'kidney health', 'lifespan', 'meat', 'mortality', 'osteoporosis', 'phytates', 'plant-based diets', 'pork', 'poultry', 'preservatives', 'soda', 'turkey', 'vegans', 'vegetarians']"
PLAIN-79,"['animal products', 'apples', 'beans', 'beef', 'breastfeeding', 'broccoli', 'cancer', 'chicken', 'cruciferous vegetables', 'dairy', 'dioxins', 'fish', 'fruit', 'immune function', 'industrial toxins', 'meat', 'onions', 'phytonutrients', 'plant-based diets', 'pork', 'poultry', 'red wine', 'seafood', 'smoking', 'tea', 'turkey', 'vegans', 'vegetables', 'vegetarians', 'wine']"
PLAIN-80,"['broccoli', 'Brussels sprouts', 'cabbage', 'cauliflower', 'cruciferous vegetables', 'energy', 'greens', 'immune function', 'inflammation', 'inflammatory bowel disease', 'kale', 'medications', 'phytonutrients', 'Standard American Diet', 'ulcerative colitis', 'vegetables']"
PLAIN-82,"['beans', 'chickpeas', 'cooking methods', 'copper', 'cost savings', 'dietary guidelines', 'fiber', 'folate', 'iron', 'lentils', 'magnesium', 'plant protein', 'potassium', 'protein', 'sodium', 'Standard American Diet', 'vegetable protein', 'vegetables', 'vitamin B1']"
PLAIN-83,[]
PLAIN-84,"['abdominal fat', 'beans', 'blood pressure', 'blood sugar', 'body fat', 'breast cancer', 'breast cancer survival', 'breast disease', 'breast health', 'cancer', 'cancer survival', 'chickpeas', 'cholesterol', 'DNA damage', 'fat', 'hypertension', 'kidney function', 'LDL cholesterol', 'legumes', 'lentils', 'lifespan', 'metastases', 'mortality', 'phytonutrients', 'plant protein', 'protein', 'soy', 'soy milk', 'soybeans', 'tofu', 'triglycerides', 'vegetable protein', 'weight loss', ""women's health""]"
PLAIN-85,"['aging', 'beans', 'chickpeas', 'chronic diseases', 'dietary guidelines', 'elderly', 'flatulence', 'Greece', 'Japan', 'legumes', 'lentils', 'lifespan', 'Mediterranean diet', 'mortality', 'nutrition myths', 'peas', 'soy', 'soybeans']"
PLAIN-86,"['alternative medicine', 'bagels', 'children', 'complimentary medicine', 'cooking methods', 'drug testing', 'infants', 'milk', 'morphine', 'poppy seeds', 'safety limits', 'seeds', 'sleep']"
PLAIN-87,"['animal fat', 'animal products', 'beef', 'calcium', 'calories', 'chicken', 'cholesterol', 'fat', 'fiber', 'fish', 'folate', 'greens', 'iron', 'LDL cholesterol', 'magnesium', 'meat', 'metabolism', 'plant-based diets', 'pork', 'potassium', 'poultry', 'protein', 'riboflavin', 'saturated fat', 'seafood', 'thiamine', 'turkey', 'vegans', 'vegetables', 'vegetarians', 'vitamin A', 'vitamin B1', 'vitamin B12', 'vitamin C', 'vitamin E', 'weight loss']"
PLAIN-88,"['aging', 'children', 'cognition', 'common cold', 'exercise', 'fatigue', 'fiber', 'immune function', 'mood', 'nutritional yeast', 'respiratory infections', 'stress', 'yeast']"
PLAIN-89,[]
PLAIN-90,"['antioxidants', 'beans', 'berries', 'beverages', 'cherries', 'chocolate', 'currants', 'DNA damage', 'exercise', 'flavonoids', 'fruit', 'fruit juice', 'greens', 'herbal tea', 'hormesis', 'inflammation', 'juice', 'lemon verbena', 'muscle health', 'muscle inflammation', 'oxidative stress', 'plant-based diets', 'supplements', 'tea', 'tomato juice', 'tomatoes', 'vegans', 'vegetables', 'vegetarians', 'vitamin C', 'vitamin E']"
PLAIN-91,"['aneurism', 'brain disease', 'brain health', 'brain parasites', 'brain surgery', 'brain tumors', 'cooking methods', 'dementia', 'depression', 'epilepsy', 'eye disease', 'eye health', 'eye parasites', 'food poisoning', 'foodborne illness', 'headaches', 'inflammation', 'meat', 'migraine', 'muscle disease', 'muscle health', 'neurocysticercosis', 'parasites', 'polyphenols', 'pork seizures', 'sprouts', 'surgery', 'tapeworms']"
PLAIN-92,"['American Egg Board', 'cancer', 'cancer survival', 'carcinogens', 'cardiovascular disease', 'cardiovascular health', 'carnitine', 'chicken', 'cholesterol', 'choline', 'Cleveland Clinic', 'dairy', 'eggs', 'Freedom of Information Act', 'Harvard', 'heart disease', 'heart health', 'heterocyclic amines', 'industry influence', 'inflammation', 'lecithin', 'meat', ""men's health"", 'metastases', 'milk', 'mortality', 'poultry', 'prostate cancer', 'prostate health', 'red meat', 'steak', 'stroke', 'supplements', 'TMAO', 'trimethylamine', 'turkey']"
PLAIN-93,"['American Egg Board', 'animal fat', 'animal products', 'animal protein', 'Atkins diet', 'bad breath', 'body odor', 'cardiovascular disease', 'cardiovascular health', 'chicken', 'cholesterol', 'choline', 'Cleveland Clinic', 'dairy', 'Dr. Dean Ornish', 'eggs', 'eye disease', 'eye health', 'fat', 'fish', 'folate', 'Freedom of Information Act', 'gut flora', 'halitosis', 'heart disease', 'heart health', 'industry influence', 'iron', 'lutein', 'macular degeneration', 'meat', 'milk', 'mortality', 'omega-3 fatty acids', 'oral health', 'plant-based diets', 'poultry', 'protein', 'red meat', 'saliva', 'saturated fat', 'seafood', 'stroke', 'surgery', 'trimethylamine', 'turkey', 'USDA', 'vaginal discharge', 'vaginal health', 'vegans', 'vegetarians']"
PLAIN-94,"['animal fat', 'animal products', 'bacon', 'beef', 'butter', 'cake', 'candy', 'cardiovascular disease', 'cardiovascular health', 'cheese', 'chicken', 'cholesterol', 'Coca Cola', 'Crisco', 'fat', 'fiber', 'fish', 'Harvard', 'heart disease', 'heart health', 'industry influence', 'LDL cholesterol', 'meat', 'Pepsi', 'plant protein', 'pork', 'poultry', 'protein', 'saturated fat', 'seafood', 'smoking', 'soda', 'sugar', 'tobacco', 'turkey', 'Twinkies', 'vegetable protein']"
PLAIN-95,"['abdominal fat', 'apples', 'beverages', 'birth control pills', 'blood clots', 'blood pressure', 'body fat', 'breast cancer', 'breast health', 'caffeine', 'cancer', 'cardiac disease', 'cardiac health', 'cholesterol', 'citrus', 'cost savings', 'fat', 'flexitarians', 'fruit', 'grapefruit', 'grapefruit juice', ""Harvard Nurses' Health Study"", 'heart disease', 'heart health', 'hypertension', 'LDL cholesterol', 'Lipitor', 'lovastatin', 'medications', 'mortality', 'nutrition myths', 'obesity', 'pears', 'placebo', 'plant-based diets', 'side effects', 'statins', 'triglycerides', 'vegans', 'vegetables', 'vegetarians', 'water', 'weight loss', ""women's health""]"
PLAIN-97,"['anthocyanins', 'beef', 'bone health', 'bone mineral density', 'cabbage', 'cardiovascular disease', 'cardiovascular health', 'chicken', 'cost savings', 'dairy', 'eggs', 'fish', 'fruit', 'gout', 'greens', 'heart disease', 'heart health', 'kidney disease', 'kidney function', 'kidney health', 'kidney stones', 'lifespan', 'meat', 'milk', 'mortality', 'muscle health', 'muscle strength', 'omnivores', 'pH', 'plant protein', 'plant-based diets', 'pork', 'potassium', 'protein', 'Quorn', 'seafood', 'Standard American Diet', 'stroke', 'tuna', 'uric acid', 'vegans', 'vegetable protein', 'vegetables', 'vegetarians']"
PLAIN-98,"['acid/base balance', 'alkaline diet', 'animal products', 'animal protein', 'antacids', 'beans', 'beef', 'bone fractures', 'bone health', 'bone mineral density', 'burgers', 'calcium', 'chicken', 'eggs', 'fish', 'fruit', 'grains', 'hamburgers', 'kidney disease', 'kidney function', 'kidney health', 'meat', 'medications', 'osteoporosis', 'pork', 'poultry', 'protein', 'steak', 'stomach health', 'Tums', 'turkey', 'vegetables']"
PLAIN-99,"['animal fat', 'beef', 'breast cancer', 'broccoli', 'cabbage', 'cancer', 'cancer survival', 'cauliflower', 'chemotherapy', 'chicken', 'collard greens', 'cruciferous vegetables', 'exercise', 'fat', 'fiber', 'fruit', 'kale', 'low-fat diets', 'meat', 'Mexico', 'mortality', 'plant-based diets', 'pork', 'poultry', 'side effects', 'sugar', 'Tamoxifen', 'turkey', 'vegetables', ""women's health"", 'Women’s Healthy Eating and Living Study']"
PLAIN-100,"['A/V ratio', 'aging', 'animal products', 'animal protein', 'bladder cancer', 'bladder disease', 'bladder health', 'broccoli', 'Brussels sprouts', 'cabbage', 'cance', 'cauliflower', 'chicken', 'cruciferous vegetables', 'Dr. Dean Ornish', 'eggs', 'fruit', 'Harvard', 'kale', ""men's health"", 'metastases', 'mortality', 'plant protein', 'plant-based diets', 'poultry', 'prostate cancer', 'prostate health', 'protein', 'PSA', 'r cancer survival', 'turkey', 'vegans', 'vegetable protein', 'vegetables', 'vegetarians']"
PLAIN-101,"['acute myeloid leukemia', 'Africa', 'aging', 'angiogram', 'animal fat', 'animal products', 'Asia', 'autoimmune diseases', 'beef', 'bladder disease', 'bladder health', 'brain disease', 'brain health', 'cardiovascular health', 'chemotherapy', 'chicken', 'cholesterol', 'cognition', 'dairy', 'Dr. Caldwell Esselstyn', 'Dr. Dean Ornish', 'Dr. John McDougall', 'Dr. Roy Swank', 'eggs', 'Europe', 'eye disease', 'eye health', 'fat', 'fatigue', 'heart disease', 'heart health', 'inflammation', 'LDL cholesterol', 'leukemia', 'low-fat diets', 'meat', 'medications', 'milk', 'mortality', 'multiple sclerosis', 'nerve health', 'Norway', 'pain', 'plant-based diets', 'pork', 'poultry', 'Pritikin', 'saturated fat', 'sausage', 'side effects', 'surgery', 'tremors', 'turkey', 'vegans', 'vegetarians', 'vision weakness']"
PLAIN-102,"['abdominal fat', 'adolescence', 'aging', 'aneurism', 'animal fat', 'aortic aneurysm', 'blood pressure', 'body fat', 'brain disease', 'brain health', 'cardiovascular disease', 'cardiovascular health', 'children', 'cholesterol', 'Dr. Caldwell Esselstyn', 'Dr. Dean Ornish', 'fat', 'flexitarians', 'gangrene', 'HDL cholesterol', 'heart disease', 'heart health', 'hypertension', 'infants', 'LDL cholesterol', 'lifespan', 'longevity', 'low-fat diets', ""men's health"", 'mortality', 'obesity', 'plant-based diets', 'saturated fat', 'smoking', 'stroke', 'tobacco', 'vegans', 'vegetarians', ""women's health""]"
PLAIN-103,"['aging', 'animal products', 'animal protein', 'beans', 'caloric restriction', 'calories', 'cancer', 'cancer survival', 'DNA damage', 'flexitarians', 'legumes', 'lifespan', 'longevity', 'Mediterranean diet', 'methionine', 'mortality', 'oxidative stress', 'plant protein', 'plant-based diets', 'protein', 'protein powder', 'soy', 'soybeans', 'Standard American Diet', 'vegans', 'vegetables', 'vegetarians']"
PLAIN-104,"['animal products', 'beans', 'beef', 'bladder cancer', 'bladder disease', 'bladder health', 'breast cancer', 'breast cancer survival', 'breast disease', 'breast health', 'cancer', 'cancer survival', 'chemotherapy', 'chicken', 'colon cancer', 'colon health', 'dairy', 'dogs', 'eggs', 'fish', 'fruit', 'fungicides', 'grains', 'insects', 'leukemia', 'lung cancer', 'lung disease', 'lung health', 'meat', 'medications', 'metastases', 'methionine', 'milk', 'nuts', 'ovarian cancer', 'ovary health', 'pesticides', 'plant-based diets', 'poultry', 'prostate cancer', 'prostate health', 'rectal cancer', 'red meat', 'skin cancer', 'skin health', 'smoking', 'tobacco', 'vegans', 'vegetables', 'vegetarians', ""women's health""]"
PLAIN-105,"['Alzheimer’s disease', 'animal products', 'animal protein', 'arthritis', 'auto-immune diseases', 'avian leukosis/sarcoma', 'beef', 'blood', 'brain disease', 'brain health', 'brain parasites brain tumors', 'brains cancer', 'cancer', 'cancer survival', 'cancer viruses', 'chicken', 'coma', 'epilepsy', 'farm animals', 'fish', 'immune function', 'inflammation', 'lettuce', 'leukemia', 'lymphoma', 'meat', 'mortality', 'mushrooms', 'organ meats', 'pain', 'parasites', 'plant-based diets', 'polyradiculoneuropathy', 'porcine endogenous retroviruses', 'pork brains', 'poultry', 'poultry viruses', 'poultry workers', 'protein', 'reticuloendotheliosis virus', 'rheumatoid arthritis', 'seafood', 'seafood workers', 'seizures', 'sheep', 'veal brains', 'vegans', 'vegetables', 'vegetarians', 'virus', 'zoonotic diseases']"
PLAIN-106,"['alcohol', 'American Academy of Pediatrics', 'beverages', 'cancer', 'cancer survival', 'cancer viruses', 'CDC', 'chicken', 'children', 'EPA', 'industry influence', 'liver cancer', 'liver disease', 'liver health', 'lung cancer', 'lung disease', 'lung health', 'mesothelioma', 'mold', 'mortality', 'pancreas health', 'pancreatic cancer', 'penis cancer', 'penis health', 'poultry', 'poultry viruses', 'poultry workers', 'salami', ""salami brusher's disease"", 'smoking', 'tobacco', 'turkey', 'virus', 'wart viruses', 'warts']"
PLAIN-107,"['cardiovascular disease', 'cardiovascular health', 'fruit', 'heart disease', 'heart health', 'junk food', 'mortality', 'physical attraction', 'phytonutrients', 'plant-based diets', 'sexual selection', 'skin health', 'soda', 'vegans', 'vegetables', 'vegetarians']"
PLAIN-108,"['animal fat', 'animal products', 'body fat', 'butter', 'calories', 'cheese', 'dairy', 'eggs', 'fat', 'junk food', 'low-fat diets', 'meat', 'milk', 'obesity', 'salt', 'sodium', 'soup', 'sugar', 'taste buds', 'weight loss', 'yogurt']"
PLAIN-109,"['animal products', 'beans', 'beef', 'beef brains', 'body fat', 'brains', 'calories', 'chicken', 'children', 'cooking methods', 'fat', 'meat', 'obesity', 'offal', 'organ meats', 'plant protein', 'pork', 'pork brains', 'poultry', 'protein', 'rice', 'sheep', 'soy', 'soy milk', 'soybeans', 'U.S. Department of Defense', 'veal brains', 'vegetables', 'weight loss']"
PLAIN-110,"['beans', 'broccoli', 'cauliflower', 'children', 'chocolate', 'cookies', 'cooking methods', 'dressings', 'fruit', 'grains', 'green beans', 'greens', 'junk food', 'kale', 'pasta', 'peanut butter', 'squash', 'tomatoes', 'vegetables', 'zucchini']"
PLAIN-111,"['abdominal fat', 'broccoli', 'cake', 'calories', 'carrots', 'cheese puffs', 'children', 'cookies', 'cupcakes', 'fat', 'fiber', 'fruit', 'green beans', 'hydrogenated fats', 'ice cream', 'junk food', 'New York Coalition for Healthy School Food', 'obesity', 'oils', 'School Lunch Program', 'Texas', 'trans fats', 'vegetables', 'Veggiecation']"
PLAIN-112,"['ADHD', 'artificial colors', 'attention deficit', 'botulism', 'brain health', 'brain tumors', 'cancer', 'Center for Science in the Public Interest', 'children', 'Coca Cola', 'cola', 'Europe', 'FDA', 'food additives', 'food dyes', 'heavy metals', 'hyperactivity', 'ice cream', 'Kraft', 'lead', 'margarine', 'nitrite preservatives', 'processed foods', 'processed meat', 'sleep', 'United Kingdom', 'USDA', 'vitamin B12']"
PLAIN-114,"['addiction', 'ADHD', 'alternative medicine', 'amphetamines', 'attention deficit', 'brain health', 'children', 'complementary medicine', 'dopamine', 'exercise', 'hyperactivity', 'medications', 'mental health', 'Ritalin', 'side effects']"
PLAIN-115,"['artificial flavors', 'bronchiolitis obliterans', 'butter', 'butter flavor', 'diacetyl', 'FDA', 'food additives', 'industry influence', 'lung disease', 'lung health', 'microwaving', 'mortality', 'Orville Redenbacher', 'phosgene', 'popcorn', 'popcorn lung', 'safety limits', 'smoking']"
PLAIN-116,"['antioxidants', 'arginine', 'calories', 'cardiovascular disease', 'cardiovascular health', 'cholesterol', 'citruline', 'cyanopsia', 'depression', 'erectile dysfunction', 'exercise', 'eye health', 'FDA', 'heart disease', 'heart health', 'impotence', 'inflammation', 'LDL cholesterol', 'longevity', 'medications', ""men's health"", 'mortality', 'nitric oxide', 'nuts', 'oxidative stress', 'penis health', 'phytosterols', 'pistachios', 'plant-based diets', 'sexual dysfunction', 'sexual health', 'side effects', 'vegans', 'vegetarians', 'viagra', 'watermelon', 'weight loss', ""women's health""]"
PLAIN-117,"['animal fat', 'animal products', 'antioxidants', 'beans', 'cake', 'cardiovascular disease', 'cardiovascular health', 'dairy', 'diabetes', 'erectile dysfunction', 'fat', 'fiber', 'fruit', 'grains', 'greens', 'heart disease', 'heart health', 'impotence', 'inflammation', 'meat', 'Mediterranean diet', ""men's health"", 'mental health', 'nuts', 'penis health', 'plant-based diets', 'prediabetes', 'sexual dysfunction', 'sexual health', 'stroke', 'vegans', 'vegetables', 'vegetarians', ""women's health""]"
